Plate number: 1FVK-856	| Car in: 22:35:35	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1VLS-791	| Car in: 23:01:16	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1AQB-625	| Car in: 23:01:16	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1NHV-785	| Car in: 23:01:16	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1NYH-565	| Car in: 23:01:16	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1ICB-735	| Car in: 23:01:16	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1FBW-583	| Car in: 23:01:16	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1QIO-883	| Car in: 23:01:16	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1TUW-595	| Car in: 23:01:16	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1TWD-726	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1MZD-892	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1AYE-259	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1XEU-941	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1LWF-529	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1QOM-153	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1EYP-596	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1ERQ-432	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1WPG-456	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1JED-487	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1QFP-853	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1BHH-456	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1GQU-557	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1TIL-172	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1OBS-977	| Car in: 23:01:17	| Car out: 23:01:18	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1DIJ-179	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1DSE-457	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1OYD-552	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1PTA-463	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1NKE-372	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1LZH-389	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1YWG-371	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1WGU-859	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1GEY-257	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1SDR-982	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1EUO-575	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1NQU-532	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1NJB-118	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1JLJ-817	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1LSE-743	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1ARS-689	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1RDW-797	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1VUW-731	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1KYL-784	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1SUC-571	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1QCP-846	| Car in: 23:01:17	| Car out: 23:01:19	| Duration: 0:00:01	| Parked?: True 	| 
Plate number: 1SAG-733	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1OYN-873	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1LQB-398	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1PVI-455	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1NXU-168	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1YLF-937	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1PBK-369	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1XFZ-457	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1KZB-753	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1QJJ-422	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1KIS-267	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1SVL-391	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1AGG-897	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1ECV-731	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1TXY-135	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1VAZ-385	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1VWK-153	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1HXF-483	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1STV-772	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1YMU-716	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1WZV-361	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1CSA-542	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1IYY-989	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1MMC-831	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1IJQ-383	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1QGF-588	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1WYC-892	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1NBQ-888	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1JSY-135	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1DAD-741	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1ASO-198	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1MYV-818	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1NNA-269	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1HMG-685	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1EKA-438	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1SCG-537	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1SAU-482	| Car in: 23:01:21	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1AJO-767	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1CAR-569	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1BOG-481	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1ZEF-752	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1WEI-427	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1TYT-429	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1VME-328	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1JPC-338	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1GJA-387	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1NGC-719	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1RHI-882	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1DXC-843	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
Plate number: 1PUS-955	| Car in: 23:01:22	| Car out: 00:00:00	| Duration: 0:00:00	| Parked?: True 	| 
